,프로젝트번호,행번,역할,업무명,개발의뢰번호,의뢰자행번,최초일자,최종일자,기간
0,P2018-1020-01,16031001,PM,IB 프로젝트 기획관리,R2018-1020,6228623,2018-02-06,2020-09-30,967 days 00:00:00.000000000
1,P2018-1020-01,06172202,개발자,IB 프로젝트 기획관리,R2018-1020,6228623,2018-02-06,2020-09-30,967 days 00:00:00.000000000
2,P2018-1020-01,08101003,개발자,IB 프로젝트 기획관리,R2018-1020,6228623,2018-02-06,2020-09-30,967 days 00:00:00.000000000
3,P2018-1020-01,18031010,개발자,IB 프로젝트 기획관리,R2018-1020,6228623,2018-02-06,2020-09-30,967 days 00:00:00.000000000
4,P2018-6996-01,06127258,PM,채널-Dex,R2018-6996,6167675,2018-09-20,2020-03-18,545 days 00:00:00.000000000
5,P2018-6996-01,19100345,개발자,채널-Dex,R2018-6996,6167675,2018-09-20,2020-03-18,545 days 00:00:00.000000000
6,P2018-6996-01,06181953,개발자,채널-Dex,R2018-6996,6167675,2018-09-20,2020-03-18,545 days 00:00:00.000000000
7,P2018-6996-01,06141897,개발자,채널-Dex,R2018-6996,6167675,2018-09-20,2020-03-18,545 days 00:00:00.000000000
8,P2018-6996-01,06208444,개발자,채널-Dex,R2018-6996,6167675,2018-09-20,2020-03-18,545 days 00:00:00.000000000
9,P2018-6996-01,06179207,개발자,채널-Dex,R2018-6996,6167675,2018-09-20,2020-03-18,545 days 00:00:00.000000000
10,P2018-6996-01,16101080,개발자,채널-Dex,R2018-6996,6167675,2018-09-20,2020-03-18,545 days 00:00:00.000000000
11,P2018-6996-01,08101566,개발자,채널-Dex,R2018-6996,6167675,2018-09-20,2020-03-18,545 days 00:00:00.000000000
12,P2018-6996-02,06181384,PM,수신-Dex,R2018-6996,6167675,2018-12-07,2020-03-18,467 days 00:00:00.000000000
13,P2018-6996-02,06145299,개발자,수신-Dex,R2018-6996,6167675,2018-12-07,2020-03-18,467 days 00:00:00.000000000
14,P2018-6996-02,18102451,개발자,수신-Dex,R2018-6996,6167675,2018-12-07,2020-03-18,467 days 00:00:00.000000000
15,P2018-6996-02,18200590,개발자,수신-Dex,R2018-6996,6167675,2018-12-07,2020-03-18,467 days 00:00:00.000000000
16,P2018-6996-02,06146023,개발자,수신-Dex,R2018-6996,6167675,2018-12-07,2020-03-18,467 days 00:00:00.000000000
17,P2018-6996-06,18101046,PM,공통-Dex,R2018-6996,6167675,2019-06-03,2020-03-18,289 days 00:00:00.000000000
18,P2018-6996-06,06173240,개발자,공통-Dex,R2018-6996,6167675,2019-06-03,2020-03-18,289 days 00:00:00.000000000
19,P2018-7039-01,06150608,PM,신탁유가증권,R2018-7039,6167942,2018-09-21,2020-07-22,670 days 00:00:00.000000000
20,P2018-7039-01,06224784,개발자,신탁유가증권,R2018-7039,6167942,2018-09-21,2020-07-22,670 days 00:00:00.000000000
21,P2018-7039-01,06166490,개발자,신탁유가증권,R2018-7039,6167942,2018-09-21,2020-07-22,670 days 00:00:00.000000000
22,P2018-7039-01,06219100,개발자,신탁유가증권,R2018-7039,6167942,2018-09-21,2020-07-22,670 days 00:00:00.000000000
23,P2018-7039-01,19100736,개발자,신탁유가증권,R2018-7039,6167942,2018-09-21,2020-07-22,670 days 00:00:00.000000000
24,P2018-7039-01,06182021,개발자,신탁유가증권,R2018-7039,6167942,2018-09-21,2020-07-22,670 days 00:00:00.000000000
25,P2018-7039-02,06169600,PM,신탁,R2018-7039,6167942,2018-10-04,2020-07-28,663 days 00:00:00.000000000
26,P2018-7039-02,19101244,개발자,신탁,R2018-7039,6167942,2018-10-04,2020-07-28,663 days 00:00:00.000000000
27,P2018-7039-04,06148069,PM,수익증권,R2018-7039,6167942,2019-04-25,2020-08-05,468 days 00:00:00.000000000
28,P2018-7039-04,20100159,개발자,수익증권,R2018-7039,6167942,2019-04-25,2020-08-05,468 days 00:00:00.000000000
29,P2018-7039-04,12101702,개발자,수익증권,R2018-7039,6167942,2019-04-25,2020-08-05,468 days 00:00:00.000000000
30,P2018-7039-04,18101798,개발자,수익증권,R2018-7039,6167942,2019-04-25,2020-08-05,468 days 00:00:00.000000000
31,P2018-7039-05,06133819,PM,상품 Factory,R2018-7039,6167942,2019-05-22,2020-07-20,425 days 00:00:00.000000000
32,P2018-7039-06,11121001,PM,UMS,R2018-7039,6167942,2019-07-25,2020-07-20,361 days 00:00:00.000000000
33,P2018-7039-06,18181307,개발자,UMS,R2018-7039,6167942,2019-07-25,2020-07-20,361 days 00:00:00.000000000
34,P2018-7039-07,06173020,PM,ISA,R2018-7039,6167942,2019-09-04,2020-07-20,320 days 00:00:00.000000000
35,P2018-7039-08,06178091,PM,퇴직신탁,R2018-7039,6167942,2019-09-24,2020-07-29,309 days 00:00:00.000000000
36,P2018-7039-09,06215297,PM,실행 및 상환,R2018-7039,6167942,2019-09-26,2020-07-20,298 days 00:00:00.000000000
37,P2018-7039-09,19100450,개발자,실행 및 상환,R2018-7039,6167942,2019-09-26,2020-07-20,298 days 00:00:00.000000000
38,P2018-7039-09,06174670,개발자,실행 및 상환,R2018-7039,6167942,2019-09-26,2020-07-20,298 days 00:00:00.000000000
39,P2018-7039-09,12103195,개발자,실행 및 상환,R2018-7039,6167942,2019-09-26,2020-07-20,298 days 00:00:00.000000000
40,P2018-7039-11,11021020,PM,세무,R2018-7039,6167942,2019-11-04,2020-07-20,259 days 00:00:00.000000000
41,P2018-7039-11,15021006,개발자,세무,R2018-7039,6167942,2019-11-04,2020-07-20,259 days 00:00:00.000000000
42,P2018-7039-14,06126995,PM,AML(자금세탁방지),R2018-7039,6167942,2019-11-21,2020-07-20,242 days 00:00:00.000000000
43,P2018-7039-14,06224490,개발자,AML(자금세탁방지),R2018-7039,6167942,2019-11-21,2020-07-20,242 days 00:00:00.000000000
44,P2018-7039-14,06129307,개발자,AML(자금세탁방지),R2018-7039,6167942,2019-11-21,2020-07-20,242 days 00:00:00.000000000
45,P2018-7039-14,06180035,개발자,AML(자금세탁방지),R2018-7039,6167942,2019-11-21,2020-07-20,242 days 00:00:00.000000000
46,P2018-7039-14,06180949,개발자,AML(자금세탁방지),R2018-7039,6167942,2019-11-21,2020-07-20,242 days 00:00:00.000000000
47,P2018-7039-16,08061008,PM,재산신탁,R2018-7039,6167942,2019-12-02,2020-07-20,231 days 00:00:00.000000000
48,P2018-7039-16,18121007,개발자,재산신탁,R2018-7039,6167942,2019-12-02,2020-07-20,231 days 00:00:00.000000000
49,P2018-7039-16,02051003,개발자,재산신탁,R2018-7039,6167942,2019-12-02,2020-07-20,231 days 00:00:00.000000000
50,P2018-7039-17,06183662,PM,유동성,R2018-7039,6167942,2019-12-02,2020-07-20,231 days 00:00:00.000000000
51,P2018-7039-17,06132928,개발자,유동성,R2018-7039,6167942,2019-12-02,2020-07-20,231 days 00:00:00.000000000
52,P2018-7039-17,12102600,개발자,유동성,R2018-7039,6167942,2019-12-02,2020-07-20,231 days 00:00:00.000000000
53,P2018-7039-17,06169155,개발자,유동성,R2018-7039,6167942,2019-12-02,2020-07-20,231 days 00:00:00.000000000
54,P2018-7039-17,19101260,개발자,유동성,R2018-7039,6167942,2019-12-02,2020-07-20,231 days 00:00:00.000000000
55,P2018-7039-17,18100953,개발자,유동성,R2018-7039,6167942,2019-12-02,2020-07-20,231 days 00:00:00.000000000
56,P2018-7039-17,15101850,개발자,유동성,R2018-7039,6167942,2019-12-02,2020-07-20,231 days 00:00:00.000000000
57,P2018-7039-18,12041045,PM,DS관리회계,R2018-7039,6167942,2019-12-04,2020-07-20,229 days 00:00:00.000000000
58,P2018-7039-19,06220495,PM,고객,R2018-7039,6167942,2019-12-16,2020-07-20,217 days 00:00:00.000000000
59,P2018-7039-19,18200230,개발자,고객,R2018-7039,6167942,2019-12-16,2020-07-20,217 days 00:00:00.000000000
60,P2018-7039-19,16200100,개발자,고객,R2018-7039,6167942,2019-12-16,2020-07-20,217 days 00:00:00.000000000
61,P2018-7039-20,06130860,PM,수수료 징수,R2018-7039,6167942,2019-12-18,2020-07-20,215 days 00:00:00.000000000
62,P2018-7039-21,06217885,PM,R Data Mart,R2018-7039,6167942,2019-12-17,2020-07-20,216 days 00:00:00.000000000
63,P2018-7039-21,19200854,개발자,R Data Mart,R2018-7039,6167942,2019-12-17,2020-07-20,216 days 00:00:00.000000000
64,P2018-7039-22,03041007,PM,개인인터넷뱅킹(DS),R2018-7039,6167942,2019-12-20,2020-07-20,213 days 00:00:00.000000000
65,P2018-7039-22,08011001,개발자,개인인터넷뱅킹(DS),R2018-7039,6167942,2019-12-20,2020-07-20,213 days 00:00:00.000000000
66,P2018-7039-22,19082902,개발자,개인인터넷뱅킹(DS),R2018-7039,6167942,2019-12-20,2020-07-20,213 days 00:00:00.000000000
67,P2018-7039-22,18011018,개발자,개인인터넷뱅킹(DS),R2018-7039,6167942,2019-12-20,2020-07-20,213 days 00:00:00.000000000
68,P2018-7039-22,20021002,개발자,개인인터넷뱅킹(DS),R2018-7039,6167942,2019-12-20,2020-07-20,213 days 00:00:00.000000000
69,P2018-7039-23,06226523,PM,기업인터넷뱅킹,R2018-7039,6167942,2019-12-23,2020-09-07,259 days 00:00:00.000000000
70,P2018-7039-25,11051005,PM,사후관리,R2018-7039,6167942,2020-01-28,2020-07-20,174 days 00:00:00.000000000
71,P2018-7039-25,11071007,개발자,사후관리,R2018-7039,6167942,2020-01-28,2020-07-20,174 days 00:00:00.000000000
72,P2018-7039-26,06151401,PM,펌뱅킹,R2018-7039,6167942,2020-02-06,2020-07-20,165 days 00:00:00.000000000
73,P2018-7039-26,06163718,개발자,펌뱅킹,R2018-7039,6167942,2020-02-06,2020-07-20,165 days 00:00:00.000000000
74,P2018-7039-27,06130860,PM,수신 공통,R2018-7039,6167942,2020-04-06,2020-07-20,105 days 00:00:00.000000000
75,P2018-7039-27,18200753,개발자,수신 공통,R2018-7039,6167942,2020-04-06,2020-07-20,105 days 00:00:00.000000000
76,P2018-7039-28,11021020,PM,세무,R2018-7039,6167942,2020-07-09,2020-07-20,11 days 00:00:00.000000000
77,P2018-7687-01,06126571,PM,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
78,P2018-7687-01,06150195,개발자,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
79,P2018-7687-01,06143891,개발자,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
80,P2018-7687-01,18201164,개발자,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
81,P2018-7687-01,06159338,개발자,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
82,P2018-7687-01,19200854,개발자,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
83,P2018-7687-01,06217567,개발자,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
84,P2018-7687-01,06217885,개발자,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
85,P2018-7687-01,06146066,개발자,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
86,P2018-7687-01,06182933,개발자,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
87,P2018-7687-01,06220819,개발자,리스크관리,R2018-7687,11103124,2018-10-23,2020-03-31,525 days 00:00:00.000000000
88,P2018-8032-01,06154654,PM,(V)공통고객,R2018-8032,6127258,2018-11-05,2019-10-31,360 days 00:00:00.000000000
89,P2018-8032-01,06158773,개발자,(V)공통고객,R2018-8032,6127258,2018-11-05,2019-10-31,360 days 00:00:00.000000000
90,P2018-8032-01,06135390,개발자,(V)공통고객,R2018-8032,6127258,2018-11-05,2019-10-31,360 days 00:00:00.000000000
91,P2018-8032-01,06127258,개발자,(V)공통고객,R2018-8032,6127258,2018-11-05,2019-10-31,360 days 00:00:00.000000000
92,P2018-8032-01,06146023,개발자,(V)공통고객,R2018-8032,6127258,2018-11-05,2019-10-31,360 days 00:00:00.000000000
93,P2018-8773-01,06138454,PM,채널,R2018-8773,14100738,2018-12-03,2021-12-31,1124 days 00:00:00.000000000
94,P2018-8773-01,14100738,개발자,채널,R2018-8773,14100738,2018-12-03,2021-12-31,1124 days 00:00:00.000000000
95,P2018-8773-01,21100292,개발자,채널,R2018-8773,14100738,2018-12-03,2021-12-31,1124 days 00:00:00.000000000
96,P2018-8773-01,19200730,개발자,채널,R2018-8773,14100738,2018-12-03,2021-12-31,1124 days 00:00:00.000000000
97,P2019-0038-01,06168566,PM,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
98,P2019-0038-01,06164617,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
99,P2019-0038-01,12102441,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
100,P2019-0038-01,10103937,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
101,P2019-0038-01,11100230,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
102,P2019-0038-01,06171583,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
103,P2019-0038-01,10104150,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
104,P2019-0038-01,11202157,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
105,P2019-0038-01,06176305,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
106,P2019-0038-01,11200650,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
107,P2019-0038-01,06179096,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
108,P2019-0038-01,10101802,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
109,P2019-0038-01,06500110,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
110,P2019-0038-01,15100189,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
111,P2019-0038-01,12102083,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
112,P2019-0038-01,17500818,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
113,P2019-0038-01,19602375,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
114,P2019-0038-01,06502180,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
115,P2019-0038-01,06143740,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
116,P2019-0038-01,10200290,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
117,P2019-0038-01,13200267,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
118,P2019-0038-01,12503282,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
119,P2019-0038-01,13101315,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
120,P2019-0038-01,18608027,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
121,P2019-0038-01,10100865,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
122,P2019-0038-01,14502534,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
123,P2019-0038-01,18507670,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
124,P2019-0038-01,06230083,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
125,P2019-0038-01,15504130,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
126,P2019-0038-01,06182690,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
127,P2019-0038-01,06222072,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
128,P2019-0038-01,06216889,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
129,P2019-0038-01,08201668,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
130,P2019-0038-01,06218377,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
131,P2019-0038-01,06177883,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
132,P2019-0038-01,10103112,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
133,P2019-0038-01,06158293,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
134,P2019-0038-01,13101269,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
135,P2019-0038-01,06168541,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
136,P2019-0038-01,06182747,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
137,P2019-0038-01,10201350,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
138,P2019-0038-01,06175627,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
139,P2019-0038-01,06182542,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
140,P2019-0038-01,08101175,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
141,P2019-0038-01,08100810,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
142,P2019-0038-01,10202242,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
143,P2019-0038-01,15100121,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
144,P2019-0038-01,06218733,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
145,P2019-0038-01,12100056,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
146,P2019-0038-01,11103302,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
147,P2019-0038-01,06221531,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
148,P2019-0038-01,06160409,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
149,P2019-0038-01,15101370,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
150,P2019-0038-01,06179721,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
151,P2019-0038-01,11202165,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
152,P2019-0038-01,08103471,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
153,P2019-0038-01,08101086,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
154,P2019-0038-01,06201660,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
155,P2019-0038-01,06127673,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
156,P2019-0038-01,06144225,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
157,P2019-0038-01,10200680,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
158,P2019-0038-01,06179770,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
159,P2019-0038-01,09503470,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
160,P2019-0038-01,06128645,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
161,P2019-0038-01,06229034,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
162,P2019-0038-01,07102290,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
163,P2019-0038-01,06609945,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
164,P2019-0038-01,11104619,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
165,P2019-0038-01,14100703,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
166,P2019-0038-01,18602967,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
167,P2019-0038-01,14100738,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
168,P2019-0038-01,06171729,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
169,P2019-0038-01,14081012,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
170,P2019-0038-01,06130399,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
171,P2019-0038-01,16101007,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
172,P2019-0038-01,15122002,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
173,P2019-0038-01,06138454,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
174,P2019-0038-01,19200730,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
175,P2019-0038-01,06171850,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
176,P2019-0038-01,14121006,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
177,P2019-0038-01,11081021,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
178,P2019-0038-01,17122001,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
179,P2019-0038-01,13092002,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
180,P2019-0038-01,09092008,개발자,프로젝트 관리,R2019-0038,6168566,2019-01-02,2020-01-02,365 days 00:00:00.000000000
181,P2019-0227-01,17101158,PM,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
182,P2019-0227-01,10100776,개발자,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
183,P2019-0227-01,18200583,개발자,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
184,P2019-0227-01,18101046,개발자,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
185,P2019-0227-01,06167462,개발자,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
186,P2019-0227-01,10503950,개발자,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
187,P2019-0227-01,19100809,개발자,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
188,P2019-0227-01,18100848,개발자,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
189,P2019-0227-01,14100680,개발자,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
190,P2019-0227-01,17200260,개발자,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
191,P2019-0227-01,12201499,개발자,경영정보,R2019-0227,17101158,2019-01-07,2020-01-02,360 days 00:00:00.000000000
192,P2019-0436-01,06178730,PM,글로벌인터넷뱅킹,R2019-0436,6156975,2019-01-11,2020-08-07,574 days 00:00:00.000000000
193,P2019-0436-01,06209998,개발자,글로벌인터넷뱅킹,R2019-0436,6156975,2019-01-11,2020-08-07,574 days 00:00:00.000000000
194,P2019-0436-01,12101620,개발자,글로벌인터넷뱅킹,R2019-0436,6156975,2019-01-11,2020-08-07,574 days 00:00:00.000000000
195,P2019-0436-03,06179207,PM,채널,R2019-0436,6156975,2019-04-08,2020-02-28,326 days 00:00:00.000000000
196,P2019-1902-01,18200583,PM,AML-Dex,R2019-1902,15606643,2019-03-05,2020-05-08,430 days 00:00:00.000000000
197,P2019-1902-01,06167070,개발자,AML-Dex,R2019-1902,15606643,2019-03-05,2020-05-08,430 days 00:00:00.000000000
198,P2019-1902-01,06173240,개발자,AML-Dex,R2019-1902,15606643,2019-03-05,2020-05-08,430 days 00:00:00.000000000
199,P2019-1902-02,06145299,PM,수신,R2019-1902,15606643,2019-04-01,2020-05-08,403 days 00:00:00.000000000
200,P2019-1902-02,06176471,개발자,수신,R2019-1902,15606643,2019-04-01,2020-05-08,403 days 00:00:00.000000000
201,P2019-1902-02,06183794,개발자,수신,R2019-1902,15606643,2019-04-01,2020-05-08,403 days 00:00:00.000000000
202,P2019-1902-04,06208444,PM,채널,R2019-1902,15606643,2019-04-30,2020-05-08,374 days 00:00:00.000000000
203,P2019-1902-04,08101566,개발자,채널,R2019-1902,15606643,2019-04-30,2020-05-08,374 days 00:00:00.000000000
204,P2019-1902-05,06173136,PM,자금,R2019-1902,15606643,2019-05-02,2020-05-08,372 days 00:00:00.000000000
205,P2019-1902-06,06167462,PM,경영정보,R2019-1902,15606643,2019-06-03,2020-05-15,347 days 00:00:00.000000000
206,P2019-1902-09,06145272,PM,여신-Dex,R2019-1902,15606643,2020-02-07,2020-05-08,91 days 00:00:00.000000000
207,P2019-1902-09,16100281,개발자,여신-Dex,R2019-1902,15606643,2020-02-07,2020-05-08,91 days 00:00:00.000000000
208,P2019-2034-01,12102660,PM,여신공통,R2019-2034,12102660,2019-03-07,2020-01-31,330 days 00:00:00.000000000
209,P2019-2034-01,06155669,개발자,여신공통,R2019-2034,12102660,2019-03-07,2020-01-31,330 days 00:00:00.000000000
210,P2019-2034-01,06171461,개발자,여신공통,R2019-2034,12102660,2019-03-07,2020-01-31,330 days 00:00:00.000000000
211,P2019-2034-01,17100496,개발자,여신공통,R2019-2034,12102660,2019-03-07,2020-01-31,330 days 00:00:00.000000000
212,P2019-2461-01,06173772,PM,DW,R2019-2461,17101300,2019-03-21,2020-02-04,320 days 00:00:00.000000000
